ID,Node ID,Name,Full Name,Description,HTML URL,Homepage,Clone URL,Git URL,SSH URL,SVN URL,Mirror URL,Stars,Forks,Watchers,Subscribers,Network Count,Open Issues,Size (KB),Language,Topics,Default Branch,Created At,Updated At,Last Push,Private,Is Fork,Archived,Disabled,Has Issues,Has Projects,Has Wiki,Has Pages,Has Downloads,Has Discussions,License Key,License Name,License SPDX ID,License URL,Visibility,Owner ID,Owner Node ID,Owner Login,Owner Type,Owner Site Admin,Owner URL,Owner Avatar URL,Owner Gravatar ID,Owner Followers URL,Owner Following URL,Owner Gists URL,Owner Starred URL,Owner Subscriptions URL,Owner Organizations URL,Owner Repos URL,Owner Events URL,Owner Received Events URL,API URL,Archive URL,Assignees URL,Blobs URL,Branches URL,Collaborators URL,Comments URL,Commits URL,Compare URL,Contents URL,Contributors URL,Deployments URL,Downloads URL,Events URL,Forks URL,Git Commits URL,Git Refs URL,Git Tags URL,Hooks URL,Issue Comment URL,Issue Events URL,Issues URL,Keys URL,Labels URL,Languages URL,Merges URL,Milestones URL,Notifications URL,Pulls URL,Releases URL,Stargazers URL,Statuses URL,Subscribers URL,Subscription URL,Tags URL,Teams URL,Trees URL,Allow Forking,Is Template,Web Commit Signoff Required,Delete Branch on Merge,Use Squash PR Title as Default,Squash Merge Commit Title,Squash Merge Commit Message,Merge Commit Title,Merge Commit Message,Allow Merge Commit,Allow Squash Merge,Allow Rebase Merge,Allow Auto Merge,Allow Update Branch,Score,Crawled At
,,-DATA-ANALYSIS-ON-THE-CONSUMER-PRICE-INDEX-IN-INDIA-,Vinaya-Vincent/-DATA-ANALYSIS-ON-THE-CONSUMER-PRICE-INDEX-IN-INDIA-,,https://github.com/Vinaya-Vincent/-DATA-ANALYSIS-ON-THE-CONSUMER-PRICE-INDEX-IN-INDIA-,,,,,,,17,0,0,0,0,0,0,,,main,2025-08-20T04:23:56Z,2025-08-20T06:59:55Z,,false,false,false,false,false,false,false,false,false,false,,,,,,,,Vinaya-Vincent,User,false,https://github.com/Vinaya-Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,false,false,,,,,false,false,false,false,false,0,
,,AI_SLOP_SURVIVORS,VIBER-CODERS-ANON/AI_SLOP_SURVIVORS,OFFICAL A.S.S REPO,https://github.com/VIBER-CODERS-ANON/AI_SLOP_SURVIVORS,,,,,,,16,7,0,0,0,0,0,GDScript,,main,2025-08-19T00:18:13Z,2025-08-20T05:50:17Z,,false,false,false,false,false,false,false,false,false,false,,,,,,,,VIBER-CODERS-ANON,Organization,false,https://github.com/VIBER-CODERS-ANON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,false,false,,,,,false,false,false,false,false,0,
,,crypto_coin_info,bitwaitcom/crypto_coin_info,原创）区块链指南-全网最全-币圈区块链各类常用工具与相关信息资料大全-虚拟加密货币-欧易OKX币安Binace芝麻开门Gate-App注册-NFT-Defi-加密钱包-比特币-新手入门教程 -持续更新,https://github.com/bitwaitcom/crypto_coin_info,,,,,,,16,0,0,0,0,0,0,,,main,2025-08-19T01:07:51Z,2025-08-20T08:25:02Z,,false,false,false,false,false,false,false,false,false,false,,,,,,,,bitwaitcom,User,false,https://github.com/bitwaitcom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,false,false,,,,,false,false,false,false,false,0,
,,LogTrawl,onewinner/LogTrawl,LogTrawl 是一个基于 Wails v2 框架开发的现代化桌面日志分析工具，提供强大的日志查看、搜索、过滤和分析功能。,https://github.com/onewinner/LogTrawl,,,,,,,16,0,0,0,0,0,0,,,main,2025-08-19T03:25:35Z,2025-08-20T09:58:04Z,,false,false,false,false,false,false,false,false,false,false,mit,MIT License,MIT,https://api.github.com/licenses/mit,,,,onewinner,User,false,https://github.com/onewinner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,false,false,,,,,false,false,false,false,false,0,
,,Annual-Mean-Temperature,Vinaya-Vincent/Annual-Mean-Temperature,,https://github.com/Vinaya-Vincent/Annual-Mean-Temperature,,,,,,,15,0,0,0,0,0,0,Jupyter Notebook,,main,2025-08-20T04:37:32Z,2025-08-20T06:59:48Z,,false,false,false,false,false,false,false,false,false,false,,,,,,,,Vinaya-Vincent,User,false,https://github.com/Vinaya-Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,false,false,,,,,false,false,false,false,false,0,
,,dice-smart-contract,void-faceee/dice-smart-contract,A blockchain-based smart contract that powers a provably fair dice game on the blockchain. Players can place bets on the outcome of a dice roll using the platform’s native token or supported cryptocurrencies. The contract ensures transparency and fairness by generating random outcomes on-chain (using secure randomness sources such as VRF oracles),https://github.com/void-faceee/dice-smart-contract,,,,,,,15,8,0,0,0,0,0,TypeScript,,main,2025-08-19T00:55:26Z,2025-08-20T11:18:46Z,,false,false,false,false,false,false,false,false,false,false,,,,,,,,void-faceee,User,false,https://github.com/void-faceee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,false,false,,,,,false,false,false,false,false,0,
,,Solideus-AI,cryptowithshashi/Solideus-AI,,https://github.com/cryptowithshashi/Solideus-AI,,,,,,,15,0,0,0,0,0,0,,,main,2025-08-19T10:48:41Z,2025-08-19T14:43:29Z,,false,false,false,false,false,false,false,false,false,false,mit,MIT License,MIT,https://api.github.com/licenses/mit,,,,cryptowithshashi,User,false,https://github.com/cryptowithshashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,false,false,,,,,false,false,false,false,false,0,
,,Word-Sense-Disambiguation-,Vinaya-Vincent/Word-Sense-Disambiguation-,,https://github.com/Vinaya-Vincent/Word-Sense-Disambiguation-,,,,,,,15,0,0,0,0,0,0,Python,,main,2025-08-20T04:39:00Z,2025-08-20T06:59:47Z,,false,false,false,false,false,false,false,false,false,false,,,,,,,,Vinaya-Vincent,User,false,https://github.com/Vinaya-Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,false,false,,,,,false,false,false,false,false,0,
,,Research-Venus,antgroup/Research-Venus,,https://github.com/antgroup/Research-Venus,,,,,,,14,0,0,0,0,0,0,Python,,main,2025-08-19T02:08:46Z,2025-08-20T09:11:46Z,,false,false,false,false,false,false,false,false,false,false,,,,,,,,antgroup,Organization,false,https://github.com/antgroup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,false,false,,,,,false,false,false,false,false,0,
,,Autocrop-vertical,kamilstanuch/Autocrop-vertical,Smart video converter using YOLOv8 and FFmpeg to convert horizontal video to vertical 9:16 format for social media.,https://github.com/kamilstanuch/Autocrop-vertical,,,,,,,14,2,0,0,0,0,0,Python,"ffmpeg, instagram, social-media, tiktok, video, yolov8",main,2025-08-19T11:33:15Z,2025-08-20T09:02:26Z,,false,false,false,false,false,false,false,false,false,false,,,,,,,,kamilstanuch,User,false,https://github.com/kamilstanuch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,false,false,,,,,false,false,false,false,false,0,
,,XiaYue_Pro,winezer0/XiaYue_Pro,Xia_Yue_Plus 瞎越 增强版,https://github.com/winezer0/XiaYue_Pro,,,,,,,13,1,0,0,0,0,0,Java,,main,2025-08-20T05:12:55Z,2025-08-20T09:35:44Z,,false,false,false,false,false,false,false,false,false,false,,,,,,,,winezer0,User,false,https://github.com/winezer0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,false,false,,,,,false,false,false,false,false,0,
,,hackmyvm-cli,Yanxinwu946/hackmyvm-cli,"A command-line tool for interacting with HackMyVM, supporting machine listing, downloading, and flag submission with session persistence.",https://github.com/Yanxinwu946/hackmyvm-cli,,,,,,,12,1,0,0,0,0,0,Python,,main,2025-08-19T05:43:51Z,2025-08-20T01:25:51Z,,false,false,false,false,false,false,false,false,false,false,,,,,,,,Yanxinwu946,User,false,https://github.com/Yanxinwu946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,false,false,,,,,false,false,false,false,false,0,
,,augmet-auto-register-helper,FrankEvil/augmet-auto-register-helper,augment 自动注册助手,https://github.com/FrankEvil/augmet-auto-register-helper,,,,,,,12,2,0,0,0,0,0,JavaScript,,main,2025-08-20T02:07:07Z,2025-08-20T11:18:14Z,,false,false,false,false,false,false,false,false,false,false,,,,,,,,FrankEvil,User,false,https://github.com/FrankEvil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,false,false,,,,,false,false,false,false,false,0,
,,nft-market-auction-contract,void-faceee/nft-market-auction-contract,"A Solana NFT Marketplace Program is an on-chain application designed to facilitate the creation, trading, and auctioning of NFTs (Non-Fungible Tokens) on the Solana blockchain. It provides a secure, decentralized platform for users to buy, sell, and auction digital assets while leveraging Solana’s high-speed, low-cost infrastructure.",https://github.com/void-faceee/nft-market-auction-contract,,,,,,,12,6,0,0,0,0,0,TypeScript,,main,2025-08-19T00:55:30Z,2025-08-20T11:10:50Z,,false,false,false,false,false,false,false,false,false,false,,,,,,,,void-faceee,User,false,https://github.com/void-faceee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,false,false,,,,,false,false,false,false,false,0,
,,mitake,tzangms/mitake,,https://github.com/tzangms/mitake,,,,,,,12,0,0,0,0,0,0,Python,,main,2025-08-19T10:31:39Z,2025-08-20T08:05:19Z,,false,false,false,false,false,false,false,false,false,false,mit,MIT License,MIT,https://api.github.com/licenses/mit,,,,tzangms,User,false,https://github.com/tzangms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,false,false,,,,,false,false,false,false,false,0,
,,ai-ffmpeg-cli,d-k-patel/ai-ffmpeg-cli,"AI-powered CLI that translates natural language into safe, reviewable ffmpeg commands.",https://github.com/d-k-patel/ai-ffmpeg-cli,,,,,,,11,0,0,0,0,0,0,Python,"ai, audio, automation, cli, ffmpeg, natural-language, pydantic, python, rich, typer, video-processing",main,2025-08-19T07:56:27Z,2025-08-20T11:18:26Z,,false,false,false,false,false,false,false,false,false,false,mit,MIT License,MIT,https://api.github.com/licenses/mit,,,,d-k-patel,User,false,https://github.com/d-k-patel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,false,false,,,,,false,false,false,false,false,0,
,,web-agent-memory-protocol,web-agent-memory/web-agent-memory-protocol,A specification for shared agent memory in the web,https://github.com/web-agent-memory/web-agent-memory-protocol,https://web-agent-memory.github.io/web-agent-memory-protocol/,,,,,,11,3,0,0,0,0,0,TypeScript,,main,2025-08-19T16:46:43Z,2025-08-20T01:00:42Z,,false,false,false,false,false,false,false,false,false,false,mit,MIT License,MIT,https://api.github.com/licenses/mit,,,,web-agent-memory,Organization,false,https://github.com/web-agent-memory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,false,false,,,,,false,false,false,false,false,0,
,,prediction-market-smart-contract,void-faceee/prediction-market-smart-contract,"Solana Prediction Market Smart Contract : A decentralized prediction market platform built on Solana blockchain, inspired by Polymarket. This project enables users to create markets, trade positions, and resolve outcomes based on real-world events.",https://github.com/void-faceee/prediction-market-smart-contract,,,,,,,11,3,0,0,0,0,0,Rust,,main,2025-08-19T00:55:29Z,2025-08-20T11:18:42Z,,false,false,false,false,false,false,false,false,false,false,,,,,,,,void-faceee,User,false,https://github.com/void-faceee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,false,false,,,,,false,false,false,false,false,0,
,,auto-daily-bridge-tTrust-on-Intuition,Kurisaitou/auto-daily-bridge-tTrust-on-Intuition,"Automated bridge bot for tTrust to base sepolia. Simulate natural on-chain activity. Fully configurable via .env, supports custom delay, transaction limits",https://github.com/Kurisaitou/auto-daily-bridge-tTrust-on-Intuition,https://portal.intuition.systems/,,,,,,10,0,0,0,0,0,0,JavaScript,"airdrop, automation, bot, bridge, caldera, crypto, dex, intuition, swap, trading, ttrust, web3",main,2025-08-19T19:31:09Z,2025-08-19T19:52:14Z,,false,false,false,false,false,false,false,false,false,false,mit,MIT License,MIT,https://api.github.com/licenses/mit,,,,Kurisaitou,User,false,https://github.com/Kurisaitou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,false,false,,,,,false,false,false,false,false,0,
,,ncnn_yoloe,futz12/ncnn_yoloe,YOLOE on ncnn,https://github.com/futz12/ncnn_yoloe,,,,,,,10,2,0,0,0,0,0,Python,,main,2025-08-19T03:41:08Z,2025-08-20T08:04:05Z,,false,false,false,false,false,false,false,false,false,false,,,,,,,,futz12,User,false,https://github.com/futz12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,false,false,,,,,false,false,false,false,false,0,
,,genAI-2025-llms-meet-shiny,gadenbuie/genAI-2025-llms-meet-shiny,genAI 2025: Using LLMs in Shiny,https://github.com/gadenbuie/genAI-2025-llms-meet-shiny,http://pkg.garrickadenbuie.com/genAI-2025-llms-meet-shiny/,,,,,,10,0,0,0,0,0,0,R,,main,2025-08-19T13:38:55Z,2025-08-19T18:58:08Z,,false,false,false,false,false,false,false,false,false,false,,,,,,,,gadenbuie,User,false,https://github.com/gadenbuie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,false,false,,,,,false,false,false,false,false,0,
,,optique,dahlia/optique,Type-safe combinatorial CLI parser for TypeScript,https://github.com/dahlia/optique,,,,,,,10,0,0,0,0,0,0,TypeScript,"cli, getopt, parser-combinators, typescript",main,2025-08-19T05:34:10Z,2025-08-20T10:58:12Z,,false,false,false,false,false,false,false,false,false,false,,,,,,,,dahlia,User,false,https://github.com/dahlia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,false,false,,,,,false,false,false,false,false,0,
,,auto-swap-prjx-on-hyperEVM,Kurisaitou/auto-swap-prjx-on-hyperEVM,"A fully automated bot to farm prjx (Project X) airdrop on hyperEVM. It performs randomized token swaps (HYPE to USDT0 or USDT0 to HYPE) handles ERC-20 allowances, and pushes daily swap activity to simulate human behavior—ideal for maximizing point airdrop.",https://github.com/Kurisaitou/auto-swap-prjx-on-hyperEVM,https://www.prjx.com/portfolio,,,,,,10,0,0,0,0,0,0,JavaScript,"airdrop, automation, bot, crypto, dex, hype, hyperevm, prjx, project-x, stake, swap, trading, web3",main,2025-08-19T06:28:52Z,2025-08-19T06:53:21Z,,false,false,false,false,false,false,false,false,false,false,mit,MIT License,MIT,https://api.github.com/licenses/mit,,,,Kurisaitou,User,false,https://github.com/Kurisaitou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,false,false,,,,,false,false,false,false,false,0,
,,Guideline-Escrita-Tecnica,lariadeoliveira/Guideline-Escrita-Tecnica,Este é o primeiro e mais completo Guideline sobre Escrita Técnica e Criativa para profissionais da área Tech.,https://github.com/lariadeoliveira/Guideline-Escrita-Tecnica,,,,,,,10,1,0,0,0,0,0,,,main,2025-08-19T14:54:46Z,2025-08-20T10:46:23Z,,false,false,false,false,false,false,false,false,false,false,,,,,,,,lariadeoliveira,User,false,https://github.com/lariadeoliveira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,false,false,,,,,false,false,false,false,false,0,
,,AutoEnvForge,TSYJ-He/AutoEnvForge,"A robust one-click tool that automatically detects and sets up development environments for any GitHub repository. It scans code, infers dependencies, generates reproducible setups (e.g., Dockerfiles, virtualenvs), and handles edge cases like multi-language repos or legacy code, reducing setup time from hours to minutes.",https://github.com/TSYJ-He/AutoEnvForge,,,,,,,10,3,0,0,0,0,0,Python,,main,2025-08-19T10:04:45Z,2025-08-20T09:27:20Z,,false,false,false,false,false,false,false,false,false,false,other,Other,NOASSERTION,,,,,TSYJ-He,User,false,https://github.com/TSYJ-He,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,false,false,,,,,false,false,false,false,false,0,
,,GenoViewPython,orangeduck/GenoViewPython,An example raylib python application for viewing animation on the Geno character,https://github.com/orangeduck/GenoViewPython,,,,,,,10,0,0,0,0,0,0,Python,,main,2025-08-19T01:53:05Z,2025-08-19T16:04:35Z,,false,false,false,false,false,false,false,false,false,false,mit,MIT License,MIT,https://api.github.com/licenses/mit,,,,orangeduck,User,false,https://github.com/orangeduck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,false,false,,,,,false,false,false,false,false,0,
,,nft-stake-smart-contract,void-faceee/nft-stake-smart-contract,"Solana NFT Staking Smart Contract : Developed on Solana using the Anchor framework, this smart contract allows users to stake their NFTs to earn rewards in a secure and efficient way. It features configurable staking periods, on-chain reward calculations, and supports integration with DeFi and GameFi ecosystems.",https://github.com/void-faceee/nft-stake-smart-contract,,,,,,,10,2,0,0,0,0,0,TypeScript,,main,2025-08-19T00:19:54Z,2025-08-20T10:41:07Z,,false,false,false,false,false,false,false,false,false,false,,,,,,,,void-faceee,User,false,https://github.com/void-faceee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,false,false,,,,,false,false,false,false,false,0,
,,duplicate,tbocloud/duplicate,,https://github.com/tbocloud/duplicate,,,,,,,10,9,0,0,0,0,0,Python,,main,2025-08-19T08:46:08Z,2025-08-20T08:20:47Z,,false,false,false,false,false,false,false,false,false,false,mit,MIT License,MIT,https://api.github.com/licenses/mit,,,,tbocloud,Organization,false,https://github.com/tbocloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,false,false,,,,,false,false,false,false,false,0,
